Id,store_id,book_id,Transaction_date
80110,9,121749,2011-07-04
80111,8,121749,2011-07-13
80112,8,121749,2011-07-20
80113,6,121749,2011-07-29
80114,9,121749,2011-08-02
80115,1,121749,2011-08-11
80116,1,121749,2011-08-14
80117,3,121749,2011-08-23
80118,3,121749,2011-08-30
80119,10,121749,2011-09-07
80120,7,121749,2011-09-15
80121,4,121749,2011-09-22
80122,1,121749,2011-09-30
80123,3,121749,2011-10-07
80124,9,121749,2011-10-08
80125,5,121749,2011-10-20
80126,5,121749,2011-10-28
80127,1,121749,2011-10-29
80128,4,121749,2011-11-08
80129,4,121749,2011-11-12
80130,8,121749,2011-11-25
80131,2,121749,2011-12-01
80132,3,121749,2011-12-03
80133,7,121749,2011-12-16
80134,3,121749,2011-12-19
80135,10,121749,2011-12-28
80136,10,121749,2011-12-31
80137,6,121749,2012-01-10
80138,9,121749,2012-01-19
80139,5,121749,2012-01-23
80140,2,121749,2012-01-29
80141,10,121749,2012-02-04
80142,8,121749,2012-02-12
80143,9,121749,2012-02-21
80144,10,121749,2012-02-29
80145,6,121749,2012-03-06
80146,3,121749,2012-03-15
80147,10,121749,2012-03-20
80148,4,121749,2012-03-28
80149,4,121749,2012-04-04
80150,5,121749,2012-04-10
80151,5,121749,2012-04-14
80152,10,121749,2012-04-27
80153,5,121749,2012-05-04
80154,10,121749,2012-05-09
80155,7,121749,2012-05-12
80156,3,121749,2012-05-20
80157,4,121749,2012-05-31
80158,1,121749,2012-06-06
80159,10,121749,2012-06-15
80160,1,121749,2012-06-19
80161,9,121749,2012-06-25
80162,2,121749,2012-07-03
80163,1,121749,2012-07-09
80164,6,121749,2012-07-16
80165,9,121749,2012-07-22
80166,8,121749,2012-07-30
80167,6,121749,2012-08-10
80168,5,121749,2012-08-13
80169,10,121749,2012-08-24
80170,10,121749,2012-08-29
80171,7,121749,2012-09-06
80172,7,121749,2012-09-08
80173,2,121749,2012-09-18
80174,6,121749,2012-09-24
80175,9,121749,2012-09-29
80176,9,121749,2012-10-08
80177,3,121749,2012-10-15
80178,5,121749,2012-10-20
80179,3,121749,2012-11-01
80180,7,121749,2012-11-09
80181,1,121749,2012-11-13
80182,3,121749,2012-11-20
80183,4,121749,2012-11-26
80184,7,121749,2012-12-07
80185,1,121749,2012-12-14
80186,4,121749,2012-12-18
80187,7,121749,2012-12-24
80188,9,121749,2013-01-03
80189,7,121749,2013-01-05
80190,3,121749,2013-01-13
80191,5,121749,2013-01-19
80192,10,121749,2013-01-29
80193,6,121749,2013-02-05
80194,8,121749,2013-02-11
80195,9,121749,2013-02-17
80196,4,121749,2013-03-01
80197,7,121749,2013-03-05
80198,4,121749,2013-03-11
80199,1,121749,2013-03-22
80200,10,121749,2013-03-29
80201,8,121749,2013-03-31
80202,9,121749,2013-04-11
80203,6,121749,2013-04-18
80204,6,121749,2013-04-22
80205,1,121749,2013-04-28
80206,5,121749,2013-05-09
80207,10,121749,2013-05-14
80208,6,121749,2013-05-18
80209,6,121749,2013-05-25
80210,7,121749,2013-06-03
80211,1,121749,2013-06-14
80212,3,121749,2013-06-21
80213,2,121749,2013-06-24
80214,1,121749,2013-07-03
80215,7,121749,2013-07-09
80216,5,121749,2013-07-16
80217,6,121749,2013-07-26
80218,5,121749,2013-08-01
80219,1,121749,2013-08-04
80220,5,121749,2013-08-16
80221,4,121749,2013-08-19
80222,9,121749,2013-08-25
80223,9,121749,2013-09-02
80224,10,121749,2013-09-13
80225,4,121749,2013-09-16
80226,2,121749,2013-09-26
80227,2,121749,2013-10-03
80228,5,121749,2013-10-07
80229,4,121749,2013-10-13
80230,2,121749,2013-10-23
80231,3,121749,2013-10-26
80232,1,121749,2013-11-08
80233,5,121749,2013-11-14
80234,4,121749,2013-11-21
80235,5,121749,2013-11-29
80236,5,121749,2013-12-06
80237,7,121749,2013-12-09
80238,7,121749,2013-12-20
80239,9,121749,2013-12-25
80240,9,121749,2014-01-03
80241,4,121749,2014-01-08
80242,1,121749,2014-01-13
80243,9,121749,2014-01-22
80244,3,121749,2014-01-31
80245,5,121749,2014-02-02
80246,7,121749,2014-02-14
80247,5,121749,2014-02-19
80248,4,121749,2014-02-26
80249,6,121749,2014-03-03
80250,4,121749,2014-03-14
80251,1,121749,2014-03-17
80252,1,121749,2014-03-23
80253,5,121749,2014-04-03
80254,6,121749,2014-04-06
80255,4,121749,2014-04-12
80256,7,121749,2014-04-23
80257,10,121749,2014-04-26
80258,9,121749,2014-05-06
80259,4,121749,2014-05-13
80260,4,121749,2014-05-20
80261,6,121749,2014-05-26
80262,9,121749,2014-06-05
80263,7,121749,2014-06-13
80264,1,121749,2014-06-20
80265,3,121749,2014-06-23
80266,1,121749,2014-06-28
80267,4,121749,2014-07-08
80268,9,121749,2014-07-15
80269,6,121749,2014-07-20
80270,5,121749,2014-07-26
80271,4,121749,2014-08-08
80272,3,121749,2014-08-09
80273,2,121749,2014-08-16
80274,4,121749,2014-08-29
80275,5,121749,2014-09-04
80276,5,121749,2014-09-12
80277,6,121749,2014-09-19
80278,7,121749,2014-09-23
80279,4,121749,2014-10-03
80280,5,121749,2014-10-04
80281,1,121749,2014-10-12
80282,5,121749,2014-10-20
80283,2,121749,2014-10-31
80284,3,121749,2014-11-07
80285,2,121749,2014-11-10
80286,10,121749,2014-11-19
80287,7,121749,2014-11-27
80288,1,121749,2014-12-02
80289,2,121749,2014-12-10
80290,9,121749,2014-12-13
80291,10,121749,2014-12-22
80292,2,121749,2014-12-29
80293,7,121749,2015-01-04
80294,4,121749,2015-01-15
80295,8,121749,2015-01-17
80296,6,121749,2015-01-24
80297,8,121749,2015-02-02
80298,3,121749,2015-02-11
80299,5,121749,2015-02-18
80300,3,121749,2015-02-23
80301,10,121749,2015-03-01
80302,2,121749,2015-03-09
80303,8,121749,2015-03-20
80304,5,121749,2015-03-23
80305,4,121749,2015-04-01
80306,10,121749,2015-04-05
80307,6,121749,2015-04-17
80308,4,121749,2015-04-24
80309,1,121749,2015-04-26
80310,1,121749,2015-05-07
80311,1,121749,2015-05-13
80312,6,121749,2015-05-22
80313,5,121749,2015-05-23
80314,3,121749,2015-05-31
80315,10,121749,2015-06-07
80316,9,121749,2015-06-18
80317,7,121749,2015-06-22
80318,10,121749,2015-07-03
80319,9,121749,2015-07-05
80320,3,121749,2015-07-11
80321,7,121749,2015-07-22
80322,8,121749,2015-07-30
80323,6,121749,2015-08-04
80324,8,121749,2015-08-08
80325,7,121749,2015-08-17
80326,4,121749,2015-08-26
80327,6,121749,2015-09-04
80328,8,121749,2015-09-08
80329,5,121749,2015-09-13
80330,2,121749,2015-09-23
80331,6,121749,2015-10-02
80332,4,121749,2015-10-06
80333,9,121749,2015-10-12
80334,5,121749,2015-10-17
80335,2,121749,2015-10-28
80336,3,121749,2015-11-05
80337,5,121749,2015-11-10
80338,10,121749,2015-11-14
80339,10,121749,2015-11-24
80340,8,121749,2015-12-03
80341,6,121749,2015-12-06
80342,6,121749,2015-12-14
80343,10,121749,2015-12-24
80344,7,121749,2016-01-01
80345,5,121749,2016-01-07
80346,2,121749,2016-01-10
80347,4,121749,2016-01-17
80348,2,121749,2016-01-28
80349,9,121749,2016-01-30
80350,8,121749,2016-02-10
80351,5,121749,2016-02-15
80352,1,121749,2016-02-22
80353,8,121749,2016-03-01
80354,8,121749,2016-03-09
80355,1,121749,2016-03-15
80356,7,121749,2016-03-21
80357,8,121749,2016-03-28
80358,6,121749,2016-04-02
80359,8,121749,2016-04-12
80360,6,121749,2016-04-17
80361,3,121749,2016-04-25
80362,1,121749,2016-05-02
80363,2,121749,2016-05-12
80364,5,121749,2016-05-16
80365,5,121749,2016-05-23
80366,1,121749,2016-05-30
80367,6,121749,2016-06-04
80368,6,121749,2016-06-14
80369,6,121749,2016-06-19
80370,4,16143347,2011-02-01
80371,1,16143347,2011-02-05
80372,10,16143347,2011-02-13
80373,9,16143347,2011-02-22
80374,8,16143347,2011-02-27
80375,1,16143347,2011-03-11
80376,5,16143347,2011-03-12
80377,2,16143347,2011-03-24
80378,9,16143347,2011-03-26
80379,3,16143347,2011-04-06
80380,1,16143347,2011-04-15
80381,6,16143347,2011-04-21
80382,1,16143347,2011-04-24
80383,6,16143347,2011-04-30
80384,3,16143347,2011-05-10
80385,3,16143347,2011-05-19
80386,4,16143347,2011-05-26
80387,4,16143347,2011-05-29
80388,6,16143347,2011-06-09
80389,8,16143347,2011-06-17
80390,8,16143347,2011-06-19
80391,6,16143347,2011-06-30
80392,6,16143347,2011-07-04
80393,9,16143347,2011-07-10
80394,9,16143347,2011-07-22
80395,9,16143347,2011-07-28
80396,6,16143347,2011-08-05
80397,8,16143347,2011-08-06
80398,9,16143347,2011-08-15
80399,5,16143347,2011-08-20
80400,3,16143347,2011-09-01
80401,8,16143347,2011-09-06
80402,4,16143347,2011-09-15
80403,4,16143347,2011-09-17
80404,1,16143347,2011-09-29
80405,10,16143347,2011-10-01
80406,10,16143347,2011-10-14
80407,1,16143347,2011-10-20
80408,1,16143347,2011-10-25
80409,3,16143347,2011-11-01
80410,1,16143347,2011-11-10
80411,2,16143347,2011-11-14
80412,2,16143347,2011-11-22
80413,8,16143347,2011-11-30
80414,1,16143347,2011-12-06
80415,6,16143347,2011-12-15
80416,4,16143347,2011-12-20
80417,10,16143347,2011-12-29
80418,9,16143347,2012-01-06
80419,7,16143347,2012-01-10
80420,10,16143347,2012-01-16
80421,2,16143347,2012-01-23
80422,2,16143347,2012-01-28
80423,7,16143347,2012-02-10
80424,10,16143347,2012-02-14
80425,2,16143347,2012-02-19
80426,6,16143347,2012-02-28
80427,9,16143347,2012-03-06
80428,6,16143347,2012-03-13
80429,7,16143347,2012-03-20
80430,2,16143347,2012-03-25
80431,5,16143347,2012-04-04
80432,8,16143347,2012-04-12
80433,8,16143347,2012-04-17
80434,6,16143347,2012-04-24
80435,4,16143347,2012-04-29
80436,8,16143347,2012-05-10
80437,8,16143347,2012-05-15
80438,5,16143347,2012-05-22
80439,2,16143347,2012-05-28
80440,9,16143347,2012-06-06
80441,1,16143347,2012-06-09
80442,3,16143347,2012-06-18
80443,9,16143347,2012-06-29
80444,4,16143347,2012-07-06
80445,6,16143347,2012-07-13
80446,5,16143347,2012-07-17
80447,8,16143347,2012-07-22
80448,6,16143347,2012-08-01
80449,1,16143347,2012-08-10
80450,8,16143347,2012-08-14
80451,4,16143347,2012-08-20
80452,5,16143347,2012-08-28
80453,5,16143347,2012-09-03
80454,6,16143347,2012-09-10
80455,4,16143347,2012-09-16
80456,10,16143347,2012-09-22
80457,7,16143347,2012-10-03
80458,5,16143347,2012-10-10
80459,6,16143347,2012-10-13
80460,4,16143347,2012-10-23
80461,8,16143347,2012-10-28
80462,3,16143347,2012-11-06
80463,8,16143347,2012-11-14
80464,6,16143347,2012-11-19
80465,8,16143347,2012-11-26
80466,3,16143347,2012-12-04
80467,2,16143347,2012-12-11
80468,2,16143347,2012-12-20
80469,8,16143347,2012-12-27
80470,6,16143347,2012-12-30
80471,6,16143347,2013-01-07
80472,1,16143347,2013-01-12
80473,7,16143347,2013-01-23
80474,7,16143347,2013-01-30
80475,3,16143347,2013-02-08
80476,5,16143347,2013-02-13
80477,2,16143347,2013-02-18
80478,7,16143347,2013-02-27
80479,7,16143347,2013-03-06
80480,5,16143347,2013-03-09
80481,9,16143347,2013-03-17
80482,9,16143347,2013-03-29
80483,4,16143347,2013-03-31
80484,10,16143347,2013-04-08
80485,10,16143347,2013-04-16
80486,10,16143347,2013-04-21
80487,4,16143347,2013-05-02
80488,10,16143347,2013-05-07
80489,9,16143347,2013-05-14
80490,8,16143347,2013-05-18
80491,2,16143347,2013-05-25
80492,2,16143347,2013-06-07
80493,1,16143347,2013-06-10
80494,5,16143347,2013-06-20
80495,2,16143347,2013-06-22
80496,4,16143347,2013-07-03
80497,6,16143347,2013-07-06
80498,1,16143347,2013-07-16
80499,2,16143347,2013-07-21
80500,2,16143347,2013-07-27
80501,5,16143347,2013-08-03
80502,3,16143347,2013-08-10
80503,7,16143347,2013-08-23
80504,5,16143347,2013-08-25
80505,10,16143347,2013-09-05
80506,8,16143347,2013-09-07
80507,9,16143347,2013-09-15
80508,5,16143347,2013-09-23
80509,10,16143347,2013-10-04
80510,9,16143347,2013-10-10
80511,9,16143347,2013-10-17
80512,3,16143347,2013-10-24
80513,2,16143347,2013-10-26
80514,9,16143347,2013-11-02
80515,3,16143347,2013-11-15
80516,3,16143347,2013-11-18
80517,10,16143347,2013-11-29
80518,3,16143347,2013-12-01
80519,2,16143347,2013-12-12
80520,10,16143347,2013-12-16
80521,1,16143347,2013-12-26
80522,3,16143347,2013-12-30
80523,5,16143347,2014-01-06
80524,3,16143347,2014-01-17
80525,7,16143347,2014-01-21
80526,4,16143347,2014-01-27
80527,5,16143347,2014-02-04
80528,7,16143347,2014-02-10
80529,10,16143347,2014-02-21
80530,6,16143347,2014-02-23
80531,3,16143347,2014-03-07
80532,5,16143347,2014-03-14
80533,6,16143347,2014-03-16
80534,10,16143347,2014-03-23
80535,8,16143347,2014-04-01
80536,8,16143347,2014-04-10
80537,9,16143347,2014-04-12
80538,6,16143347,2014-04-25
80539,5,16143347,2014-04-26
80540,7,16143347,2014-05-09
80541,5,16143347,2014-05-10
80542,1,16143347,2014-05-18
80543,8,16143347,2014-05-25
80544,8,16143347,2014-06-04
80545,2,16143347,2014-06-12
80546,8,16143347,2014-06-20
80547,1,16143347,2014-06-21
80548,9,16143347,2014-07-03
80549,3,16143347,2014-07-06
80550,1,16143347,2014-07-12
80551,9,16143347,2014-07-22
80552,4,16143347,2014-07-29
80553,1,16143347,2014-08-08
80554,10,16143347,2014-08-11
80555,4,16143347,2014-08-20
80556,1,16143347,2014-08-24
80557,6,16143347,2014-09-04
80558,2,16143347,2014-09-06
80559,7,16143347,2014-09-14
80560,1,16143347,2014-09-26
80561,5,16143347,2014-09-28
80562,2,16143347,2014-10-05
80563,4,16143347,2014-10-11
80564,9,16143347,2014-10-19
80565,6,16143347,2014-10-31
80566,3,16143347,2014-11-03
80567,4,16143347,2014-11-12
80568,9,16143347,2014-11-18
80569,1,16143347,2014-11-25
80570,3,16143347,2014-12-05
80571,9,16143347,2014-12-12
80572,3,16143347,2014-12-19
80573,4,16143347,2014-12-26
80574,8,16143347,2015-01-01
80575,9,16143347,2015-01-05
80576,10,16143347,2015-01-10
80577,9,16143347,2015-01-19
80578,1,16143347,2015-01-27
80579,8,16143347,2015-02-02
80580,5,16143347,2015-02-13
80581,2,16143347,2015-02-20
80582,6,16143347,2015-02-23
80583,6,16143347,2015-03-03
80584,10,16143347,2015-03-11
80585,8,16143347,2015-03-15
80586,9,16143347,2015-03-25
80587,1,16143347,2015-03-31
80588,1,16143347,2015-04-09
80589,9,16143347,2015-04-14
80590,6,16143347,2015-04-24
80591,3,16143347,2015-04-25
80592,5,16143347,2015-05-04
80593,10,16143347,2015-05-13
80594,4,16143347,2015-05-22
80595,1,16143347,2015-05-27
80596,9,16143347,2015-06-02
80597,1,16143347,2015-06-07
80598,6,16143347,2015-06-15
80599,1,16143347,2015-06-23
80600,1,16143347,2015-07-01
80601,1,16143347,2015-07-05
80602,10,16143347,2015-07-17
80603,4,16143347,2015-07-21
80604,3,16143347,2015-07-28
80605,9,16143347,2015-08-05
80606,6,16143347,2015-08-13
80607,5,16143347,2015-08-20
80608,8,16143347,2015-08-23
80609,4,16143347,2015-08-31
80610,1,16143347,2015-09-11
80611,6,16143347,2015-09-14
80612,6,16143347,2015-09-20
80613,3,16143347,2015-09-28
80614,8,16143347,2015-10-07
80615,6,16143347,2015-10-10
80616,9,16143347,2015-10-22
80617,7,16143347,2015-10-27
80618,8,16143347,2015-11-05
80619,10,16143347,2015-11-10
80620,3,16143347,2015-11-14
80621,10,16143347,2015-11-27
80622,10,16143347,2015-11-30
80623,8,16143347,2015-12-10
80624,7,16143347,2015-12-13
80625,10,16143347,2015-12-19
80626,4,16143347,2015-12-26
80627,1,16143347,2016-01-02
80628,2,16143347,2016-01-10
80629,3,16143347,2016-01-22
80630,6,16143347,2016-01-27
80631,2,16143347,2016-02-04
80632,4,16143347,2016-02-07
80633,7,16143347,2016-02-14
80634,10,16143347,2016-02-22
80635,4,16143347,2016-03-04
80636,6,16143347,2016-03-11
80637,8,16143347,2016-03-14
80638,1,16143347,2016-03-23
80639,9,16143347,2016-03-30
80640,4,16143347,2016-04-03
80641,9,16143347,2016-04-13
80642,5,16143347,2016-04-16
80643,6,16143347,2016-04-28
80644,2,16143347,2016-04-30
80645,8,16143347,2016-05-08
80646,1,16143347,2016-05-18
80647,2,16143347,2016-05-22
80648,1,16143347,2016-06-03
80649,7,16143347,2016-06-10
80650,1,16143347,2016-06-16
80651,5,16143347,2016-06-18
80652,6,11590,2011-01-31
80653,2,11590,2011-02-11
80654,9,11590,2011-02-16
80655,1,11590,2011-02-25
80656,5,11590,2011-03-01
80657,4,11590,2011-03-11
80658,7,11590,2011-03-14
80659,9,11590,2011-03-25
80660,4,11590,2011-03-29
80661,4,11590,2011-04-08
80662,4,11590,2011-04-11
80663,8,11590,2011-04-18
80664,2,11590,2011-04-24
80665,3,11590,2011-04-30
80666,2,11590,2011-05-11
80667,6,11590,2011-05-16
80668,3,11590,2011-05-21
80669,6,11590,2011-06-03
80670,2,11590,2011-06-07
80671,2,11590,2011-06-11
80672,10,11590,2011-06-24
80673,1,11590,2011-07-01
80674,3,11590,2011-07-04
80675,7,11590,2011-07-10
80676,5,11590,2011-07-22
80677,8,11590,2011-07-24
80678,9,11590,2011-08-01
80679,3,11590,2011-08-11
80680,8,11590,2011-08-18
80681,6,11590,2011-08-20
80682,10,11590,2011-09-02
80683,7,11590,2011-09-04
80684,5,11590,2011-09-15
80685,2,11590,2011-09-20
80686,5,11590,2011-09-25
80687,1,11590,2011-10-05
80688,2,11590,2011-10-14
80689,3,11590,2011-10-19
80690,6,11590,2011-10-24
80691,1,11590,2011-11-01
80692,8,11590,2011-11-08
80693,3,11590,2011-11-13
80694,7,11590,2011-11-22
80695,9,11590,2011-11-27
80696,3,11590,2011-12-06
80697,10,11590,2011-12-12
80698,6,11590,2011-12-18
80699,10,11590,2011-12-30
80700,3,11590,2012-01-06
80701,3,11590,2012-01-12
80702,6,11590,2012-01-15
80703,5,11590,2012-01-25
80704,3,11590,2012-02-02
80705,10,11590,2012-02-09
80706,7,11590,2012-02-16
80707,6,11590,2012-02-24
80708,8,11590,2012-03-01
80709,3,11590,2012-03-04
80710,8,11590,2012-03-10
80711,7,11590,2012-03-23
80712,3,11590,2012-03-24
80713,2,11590,2012-04-06
80714,9,11590,2012-04-11
80715,3,11590,2012-04-19
80716,7,11590,2012-04-21
80717,10,11590,2012-04-28
80718,6,11590,2012-05-05
80719,6,11590,2012-05-18
80720,9,11590,2012-05-20
80721,5,11590,2012-05-29
80722,1,11590,2012-06-05
80723,8,11590,2012-06-12
80724,9,11590,2012-06-20
80725,2,11590,2012-06-29
80726,10,11590,2012-07-05
80727,10,11590,2012-07-13
80728,3,11590,2012-07-18
80729,10,11590,2012-07-26
80730,1,11590,2012-07-28
80731,6,11590,2012-08-09
80732,3,11590,2012-08-16
80733,3,11590,2012-08-21
80734,3,11590,2012-08-25
80735,2,11590,2012-09-02
80736,9,11590,2012-09-09
80737,7,11590,2012-09-20
80738,4,11590,2012-09-22
80739,4,11590,2012-10-05
80740,3,11590,2012-10-06
80741,4,11590,2012-10-16
80742,9,11590,2012-10-21
80743,1,11590,2012-10-28
80744,5,11590,2012-11-07
80745,9,11590,2012-11-13
80746,6,11590,2012-11-19
80747,6,11590,2012-11-26
80748,7,11590,2012-12-03
80749,5,11590,2012-12-13
80750,6,11590,2012-12-16
80751,7,11590,2012-12-25
80752,8,11590,2012-12-31
80753,7,11590,2013-01-08
80754,1,11590,2013-01-16
80755,5,11590,2013-01-22
80756,4,11590,2013-01-26
80757,8,11590,2013-02-04
80758,7,11590,2013-02-15
80759,3,11590,2013-02-17
80760,7,11590,2013-02-23
80761,4,11590,2013-03-02
80762,4,11590,2013-03-10
80763,6,11590,2013-03-18
80764,3,11590,2013-03-24
80765,4,11590,2013-04-03
80766,4,11590,2013-04-09
80767,5,11590,2013-04-14
80768,8,11590,2013-04-24
80769,4,11590,2013-04-27
80770,2,11590,2013-05-06
80771,4,11590,2013-05-14
80772,5,11590,2013-05-19
80773,7,11590,2013-05-28
80774,6,11590,2013-06-02
80775,9,11590,2013-06-09
80776,7,11590,2013-06-17
80777,3,11590,2013-06-24
80778,9,11590,2013-07-02
80779,1,11590,2013-07-11
80780,4,11590,2013-07-18
80781,9,11590,2013-07-24
80782,1,11590,2013-07-31
80783,6,11590,2013-08-04
80784,4,11590,2013-08-14
80785,9,11590,2013-08-22
80786,6,11590,2013-08-26
80787,2,11590,2013-09-04
80788,6,11590,2013-09-08
80789,9,11590,2013-09-17
80790,6,11590,2013-09-23
80791,3,11590,2013-10-04
80792,10,11590,2013-10-05
80793,2,11590,2013-10-15
80794,1,11590,2013-10-25
80795,1,11590,2013-10-28
80796,10,11590,2013-11-06
80797,8,11590,2013-11-14
80798,3,11590,2013-11-16
80799,1,11590,2013-11-25
80800,8,11590,2013-12-03
80801,8,11590,2013-12-09
80802,7,11590,2013-12-20
80803,8,11590,2013-12-25
80804,6,11590,2014-01-03
80805,3,11590,2014-01-10
80806,7,11590,2014-01-14
80807,8,11590,2014-01-21
80808,8,11590,2014-01-28
80809,10,11590,2014-02-02
80810,8,11590,2014-02-14
80811,5,11590,2014-02-21
80812,5,11590,2014-02-28
80813,8,11590,2014-03-07
80814,3,11590,2014-03-12
80815,9,11590,2014-03-15
80816,3,11590,2014-03-25
80817,10,11590,2014-04-02
80818,2,11590,2014-04-08
80819,4,11590,2014-04-14
80820,1,11590,2014-04-23
80821,9,11590,2014-05-01
80822,5,11590,2014-05-05
80823,3,11590,2014-05-11
80824,1,11590,2014-05-18
80825,9,11590,2014-05-25
80826,7,11590,2014-06-04
80827,1,11590,2014-06-09
80828,7,11590,2014-06-15
80829,5,11590,2014-06-26
80830,8,11590,2014-07-04
80831,7,11590,2014-07-08
80832,7,11590,2014-07-17
80833,7,11590,2014-07-22
80834,1,11590,2014-07-26
80835,3,11590,2014-08-06
80836,8,11590,2014-08-09
80837,8,11590,2014-08-19
80838,9,11590,2014-08-25
80839,7,11590,2014-09-02
80840,7,11590,2014-09-09
80841,1,11590,2014-09-17
80842,3,11590,2014-09-22
80843,7,11590,2014-09-28
80844,7,11590,2014-10-08
80845,7,11590,2014-10-13
80846,9,11590,2014-10-21
80847,2,11590,2014-10-25
80848,6,11590,2014-11-01
80849,2,11590,2014-11-10
80850,7,11590,2014-11-20
80851,2,11590,2014-11-27
80852,1,11590,2014-12-01
80853,6,11590,2014-12-08
80854,5,11590,2014-12-17
80855,10,11590,2014-12-21
80856,3,11590,2014-12-27
80857,6,11590,2015-01-08
80858,3,11590,2015-01-11
80859,7,11590,2015-01-21
80860,5,11590,2015-01-25
80861,8,11590,2015-02-05
80862,3,11590,2015-02-10
80863,9,11590,2015-02-17
80864,2,11590,2015-02-21
80865,6,11590,2015-03-04
80866,7,11590,2015-03-09
80867,1,11590,2015-03-17
80868,8,11590,2015-03-21
80869,1,11590,2015-03-28
80870,6,11590,2015-04-05
80871,1,11590,2015-04-16
80872,7,11590,2015-04-19
80873,1,11590,2015-04-28
80874,2,11590,2015-05-02
80875,10,11590,2015-05-10
80876,4,11590,2015-05-18
80877,8,11590,2015-05-23
80878,8,11590,2015-06-01
80879,10,11590,2015-06-08
80880,1,11590,2015-06-17
80881,2,11590,2015-06-25
80882,3,11590,2015-06-30
80883,9,11590,2015-07-10
80884,9,11590,2015-07-14
80885,5,11590,2015-07-19
80886,10,11590,2015-07-29
80887,2,11590,2015-08-06
80888,8,11590,2015-08-14
80889,9,11590,2015-08-19
80890,3,11590,2015-08-27
80891,10,11590,2015-09-01
80892,2,11590,2015-09-05
80893,8,11590,2015-09-14
80894,8,11590,2015-09-22
80895,5,11590,2015-09-28
80896,2,11590,2015-10-03
80897,7,11590,2015-10-13
80898,8,11590,2015-10-23
80899,4,11590,2015-10-24
80900,4,11590,2015-10-31
80901,6,11590,2015-11-09
80902,2,11590,2015-11-15
80903,6,11590,2015-11-24
80904,3,11590,2015-11-29
80905,8,11590,2015-12-07
80906,8,11590,2015-12-13
80907,6,11590,2015-12-22
80908,6,11590,2015-12-31
80909,7,11590,2016-01-03
80910,8,11590,2016-01-14
80911,8,11590,2016-01-22
